Jordan,JOR,1166.61093,1651.621798,3910.346894,4044.426869,4131.44735,4164.108769,4175.356602,4231.51828,4308.151074,4405.487109,4282.765825,..
Kazakhstan,KAZ,1647.463243,1229.001247,12386.69927,13890.63096,12807.26069,10510.77189,7714.841844,9247.581331,9812.626371,9812.595808,9122.23343,..
Kenya,KEN,361.3282651,397.4826588,1271.815383,1354.820833,1462.220052,1464.554009,1525.235192,1633.491216,1794.091175,1912.647867,1878.580703,..
Kiribati,KIR,549.9010785,796.8032036,1788.691439,1715.814321,1642.820129,1542.616465,1584.738015,1640.571205,1727.845001,1601.861869,1653.540297,..
"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,6610.036508,12256.99357,25466.76052,27182.73431,29249.57522,28732.23108,29288.87044,31616.8434,33436.92306,31902.4169,31597.50465,..
Kosovo,XKX,..,..,3410.85978,3704.784221,3902.676013,3520.766449,3759.560246,4009.380987,4384.048892,4416.108358,4310.811183,..
Kuwait,KWT,8794.606046,18440.37852,51979.12069,49388.05338,44062.34091,29869.55275,27653.15762,29759.46747,33399.06044,32373.25112,24811.76971,..
Kyrgyz Republic,KGZ,609.1728912,279.6195693,1177.974735,1282.437162,1279.769783,1121.082835,1120.666513,1242.769643,1308.140165,1374.032105,1175.698152,..
Lao PDR,LAO,203.2560175,325.1869371,1581.62871,1831.936916,1999.958203,2140.044323,2324.400917,2455.211559,2569.093892,2635.800015,2629.714583,..
Latvia,LVA,..,3361.640869,13847.33794,15007.49186,15742.39134,13786.4568,14331.75159,15695.11515,17865.03109,17926.84159,17736.50375,..
Lebanon,LBN,1012.648216,4491.641934,7952.151266,7933.23332,7687.759336,7663.920232,7653.73363,7819.60467,8058.444337,7578.172368,4649.547646,..
Lesotho,LSO,350.0587845,436.4881373,1229.636232,1166.911756,1194.575627,1146.064688,1018.931093,1102.94441,1192.48432,1113.37214,875.353433,..
Liberia,LBR,..,306.8338642,675.0101918,747.8686601,739.911935,721.5810505,740.914906,721.085044,710.2659984,672.3404992,632.9363856,..
Libya,LBY,6514.318567,7142.771786,13025.27932,10363.80425,6466.908237,4337.919139,4035.196802,5756.699325,7877.12461,7685.948132,3699.294765,..
Liechtenstein,LIE,49373.61027,74853.93873,149010.2249,173030.2083,178864.8519,167313.2663,165642.3863,171253.9643,180366.7152,175813.8756,..,..
Lithuania,LTU,..,3293.229979,14367.70942,15729.65247,16551.0182,14263.96458,15008.31324,16885.40739,19186.18128,19575.76848,20232.30204,..
Luxembourg,LUX,33465.47821,48659.59888,112584.6763,120000.1407,123678.7021,105462.0126,106899.2935,110193.2138,117254.7404,113218.7133,116356.158,..
"Macao SAR, China",MAC,9442.486665,15835.99101,76572.15179,89260.7571,93022.87514,74818.94813,73545.75824,81019.47377,87526.07999,86197.36569,39403.13591,..
Madagascar,MDG,338.9477127,293.6071574,518.1528127,541.0659437,530.8610389,467.2354316,475.9555568,515.2933234,523.9459714,522.9895243,471.4914963,..
Malawi,MWI,199.9863636,156.3858168,391.5617052,348.4298737,371.2695217,380.5969877,315.7779871,506.1372944,544.5934354,591.8463896,636.8205368,..
Malaysia,MYS,2441.741991,4043.662923,10817.43171,10970.1043,11319.06194,9955.242722,9817.78709,10259.30481,11380.08209,11432.823,10412.34898,..
Maldives,MDV,963.6356582,2234.595861,7265.723399,7928.476443,8499.307148,9033.41027,9209.443564,9577.346946,10279.07998,10561.61351,6924.105745,..
Mali,MLI,317.3948274,270.542236,778.6252695,805.0339796,848.279043,751.4728866,780.7235695,830.0215153,894.8047765,879.0431873,862.4530188,..
Malta,MLT,7191.923603,10432.32812,22527.63676,24771.07658,26754.26845,24921.60368,25741.44606,28250.69777,30672.29224,30186.19596,28423.2002,..
Marshall Islands,MHL,1660.340633,2272.678016,3181.6247,3246.63025,3185.261354,3199.886846,3490.998389,3672.576783,3793.550983,4073.10983,4129.850998,..
Mauritania,MRT,740.7361713,676.5690224,1815.218939,1892.094,1677.109019,1524.071753,1536.854888,1587.611263,1670.204165,1743.302901,1701.991163,..
Mauritius,MUS,2506.179312,3929.075495,9291.227619,9637.00265,10153.93822,9260.447303,9681.618567,10484.90836,11208.34382,11097.16898,8627.843157,..
Mexico,MEX,3112.268595,7157.8145,10241.72783,10725.18359,10928.91601,9616.645558,8744.515559,9287.849587,9686.984927,9950.45008,8329.271313,..
"Micronesia, Fed. Sts.",FSM,1528.493105,2171.889577,3131.386715,2994.792394,2971.512602,2906.617012,3014.700358,3289.642117,3568.291016,3585.392449,3565.293294,..
Moldova,MDA,..,440.6720307,3045.739874,3322.038436,3328.801449,2732.457113,2880.439281,3509.69345,4230.363037,4491.688827,4547.059721,..
Monaco,MCO,84303.87843,82365.49236,157520.2194,177673.7454,189432.37,165989.5051,170028.6557,167517.0597,185978.6093,189487.1471,173688.1894,..
Mongolia,MNG,1172.446287,474.2170943,4351.888461,4366.089537,4158.521471,3875.321675,3658.3903,3687.100003,4156.84697,4404.84583,4060.950518,..
Montenegro,MNE,..,1627.072633,6586.721279,7186.429787,7378.345289,6514.272695,7028.936577,7784.06529,8845.914219,8910.650834,7677.152226,..
Morocco,MAR,1206.011886,1334.943464,2912.658275,3121.680081,3171.699192,2875.257985,2896.722196,3035.454433,3226.982794,3235.00066,3058.691689,..
Mozambique,MOZ,..,319.3596208,657.6446765,664.0775104,673.969212,589.85905,428.9266729,461.4150941,503.3179252,506.6416391,448.5442807,..
Myanmar,MMR,49.26489079,146.6045788,1134.302224,1168.1654,1210.097636,1196.743357,1136.610665,1151.114462,1250.173691,1271.111575,1467.604281,..
Namibia,NAM,1947.062911,2185.604115,5942.29274,5392.094938,5469.9014,4896.61526,4546.986688,5367.114674,5588.392864,5009.685904,4179.278066,..
Nauru,NRU,..,..,9562.667866,9648.495655,10171.48073,8341.012278,9521.042101,10339.38548,11614.66508,11029.73558,10580.26819,..
Nepal,NPL,191.8788839,229.4903926,804.1416073,823.3598746,844.8531248,901.7496077,899.523581,1048.453755,1178.525932,1194.956876,1155.142854,..
Netherlands,NLD,21290.86038,26214.49855,50070.1416,52198.89756,52900.53742,45193.40322,46039.10593,48675.22234,53044.53244,52476.27325,52396.03221,..
New Caledonia,NCL,14800.79125,16039.16917,37294.02281,38503.25385,39675.56631,32520.29416,32391.19722,33976.55555,36382.48766,34788.52928,..,..
New Zealand,NZL,13663.02162,13641.10272,39973.38076,42976.64959,44572.89875,38630.72659,40080.49411,42992.89527,43306.07,42755.21626,41441.46667,..
Nicaragua,NIC,241.8764121,1007.499839,1760.460308,1811.636803,1934.062922,2049.851666,2107.57406,2159.156714,2014.575189,1926.699694,1905.261152,..
Niger,NER,437.589995,197.8326834,529.7444581,552.569139,564.5967488,484.1531374,500.2149113,517.7715723,570.723922,554.0993893,567.6698923,..
Nigeria,NGA,567.528649,567.9307221,2723.822191,2961.549422,3098.985791,2687.480056,2176.002772,1968.565398,2027.778549,2229.858652,2097.092473,..
North Macedonia,MKD,2354.275256,1861.898065,4728.308142,5241.058345,5495.735049,4861.553971,5149.589074,5450.492881,6108.740108,6070.388054,5917.262575,..
Northern Mariana Islands,MNP,..,..,13736.97197,14091.19118,15044.9359,16314.38355,21891.18479,27584.74351,22886.67405,20659.64029,..,..
Norway,NOR,28242.94374,38131.46061,101524.1419,102913.4508,97019.18275,74355.51586,70460.56053,75496.75406,82267.80932,75719.7529,67329.67779,..
Oman,OMN,6448.13836,8601.271944,24988.01259,23888.62658,23017.93398,18444.927,16772.73921,17329.18546,18947.3665,17700.70349,14485.38612,..
Pakistan,PAK,371.6785676,576.1955804,1198.117637,1208.91771,1251.175719,1356.667831,1368.426961,1464.926195,1482.213067,1288.556325,1188.859757,..
Palau,PLW,..,7657.951214,12044.10547,12561.33614,13711.7617,15876.46193,16835.986,16019.98989,15895.2599,15232.48708,14243.86469,..
Panama,PAN,2603.847676,4060.317793,10722.26147,11889.09507,12796.07403,13630.30114,14343.98026,15146.40851,15544.99908,15774.25494,12509.83529,..
Papua New Guinea,PNG,697.5389685,602.1864903,2790.676303,2729.888751,2920.782986,2679.346579,2509.629637,2695.249009,2801.371393,2820.306397,2757.21753,..
Paraguay,PRY,1376.165325,1663.604939,5185.141549,5936.975959,6118.31811,5413.776021,5324.609068,5678.869972,5782.78455,5380.963322,5001.07276,..
Peru,PER,1196.586858,1955.588006,6528.971775,6756.752996,6672.877373,6229.100674,6204.996457,6710.507602,6957.793411,7027.612207,6126.87454,..
Philippines,PHL,816.0295457,1072.801752,2694.305109,2871.429701,2959.645435,3001.043182,3073.654686,3123.245642,3252.110274,3485.340844,3298.829586,..
Poland,POL,1731.209531,4501.454067,13097.27085,13696.4663,14271.30585,12578.49547,12447.43959,13864.68176,15468.48222,15732.20313,15742.45373,..
Portugal,PRT,7884.617988,11526.37207,20563.7136,21653.19598,22103.70097,19250.10654,19991.97249,21490.42986,23562.55452,23330.81729,22194.56611,..
