Country,Technology,Grid connection,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Croatia,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Croatia,Onshore wind energy,On-grid,..,..,..,..,2,10,19,34.9,39.9,54.2,139.1,201,328.746,517.287,729.97,796.295,1014.248,1204,1335.4,1467.3
Croatia,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,13.956,15.119,112.811,94.203,125.604,143.049,74.432,159.912,152.934
Cuba,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,Onshore wind energy,On-grid,..,..,0.3,0.4,0.4,0.1,0.3,0.2,8.194,3.48,11.566,18.134,21.46,22.522,19.154,20.934,20.934,23.26,18.608,100.018
Cuba,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curaçao,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,0.086,2.742,9.256,15.255,18.168,19.025,19.711,20.397
Curaçao,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curaçao,Onshore wind energy,On-grid,8,71.072,71.072,71.072,71.072,71.072,71.072,71.072,63.072,63.072,63.072,63.072,62.7,116.6,133.2,144.2,121.919,169.1,233.761,208
Curaçao,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,Solar photovoltaic,On-grid,..,..,..,..,0.452,0.566,1.002,1.743,2.555,3.835,6.393,11.937,21.545,47.105,83.59,126.659,145.937,172.013,199.493,218.267
Cyprus,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,Onshore wind energy,On-grid,..,..,..,..,0.355,0.355,0.355,0.355,0.355,0.355,31.725,114.665,185.478,231.04,182.85,221.857,226.701,211.448,221.04,238.565
Cyprus,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Czechia,Solar photovoltaic,On-grid,0.05,0.081,0.116,0.184,0.291,0.414,0.592,2.127,12.937,88.807,615.702,2182.018,2148.624,2032.654,2122.869,2263.846,2131.455,2193.367,2358.881,2311.574
Czechia,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Czechia,Onshore wind energy,On-grid,0.885,..,2.016,4.893,9.871,21.28,49.4,125.1,244.661,288.067,335.493,397.003,415.817,480.519,476.544,572.612,496.957,591.038,609.33,700.014
Czechia,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Democratic People's Republic of Korea,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Democratic People's Republic of Korea,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Democratic People's Republic of Korea,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Democratic People's Republic of Korea,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Democratic Republic of the Congo,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Democratic Republic of the Congo,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Democratic Republic of the Congo,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Democratic Republic of the Congo,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,Solar photovoltaic,On-grid,1,1,1,2,2,2,2,2,3,4,6.027,14.94,103.861,517.541,595.518,604.262,743.78,751.485,952.973,963.269
Denmark,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,Onshore wind energy,On-grid,4152.272,4218.087,4521.179,4811.713,5687.697,5721.417,5283.864,6199.996,6001.519,5445.224,6026.524,7620.005,7995.406,8184.119,7913.075,9300.406,8131.703,9600.228,9271.815,9952.264
Denmark,Offshore wind energy,On-grid,88.728,87.913,355.821,749.287,895.303,892.583,824.136,971.004,926.481,1275.776,1782.898,2154.179,2274.534,2939.154,5165.429,4832.686,4650.028,5179.772,4630.14,6197.569
Djibouti,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,Solar photovoltaic,On-grid,0.124,0.124,0.14,0.14,0.155,0.155,0.186,0.28,0.311,0.326,0.342,0.342,0.357,0.357,0.357,0.357,0.357,0.357,0.178,0.178
Dominica,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595
Dominica,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,0.001,0.189,8.24,15.382,27.422,66.201,120.305,202.194,330.714
Dominican Republic,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,13.993,95.818,243.048,243.198,290.041,322.81,390.404,497.48,782.22
Dominican Republic,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ecuador,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,3.102,14.71,33.302,35.811,34.243,34.768,33.125
Ecuador,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ecuador,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,53.252,75.84,92.463,78.021,67.192,73.702,79.98
Ecuador,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Egypt,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.129,731.759
Egypt,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,219.369,479.001,0.237,114.349,..,168.09,580.595,483.924,733.241
Egypt,Onshore wind energy,On-grid,81,179,213,214,376.8,532.6,561,635.3,847,948,1159,1496,1563.5,1260,1332,1444,2058,2200,2334,2989
Egypt,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,1.088,1.554,7.035,24.354,164.257,285.009,489.846
El Salvador,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,0.092,0.092,0.183,0.348,1.372,3.056,5.948,9.677,14.492,30.802,73.5
Estonia,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,Onshore wind energy,On-grid,..,..,1,6,8,54,76.299,90.783,133.453,195.553,276.992,368.659,433.517,529.039,603.68,715,594,723,636,687
Estonia,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.095,0.12,0.134,0.11
Eswatini,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,29.4,192,356,526.3,499,786,782,532.513,848.06
Ethiopia,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Falkland Islands (Malvinas),Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Falkland Islands (Malvinas),Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Falkland Islands (Malvinas),Onshore wind energy,On-grid,..,..,..,..,..,..,..,3.85,3.85,3.85,3.952,4.879,5.437,5.126,5.087,5.122,6.022,5.168,5.421,5.317
Falkland Islands (Malvinas),Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,Onshore wind energy,On-grid,0.3,0.3,0.55,2.99,8,10,15,15.76,13,15,13.6,14.5,10.8,21.8,34.5,55.8,52.1,59.7,63.8,52.6
Faroe Islands,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,0.479,0.479,0.915,1.88,1.88,4.175,6.729,6.734
Fiji,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,Onshore wind energy,On-grid,0.1,0.1,0.1,0.1,..,..,..,3.351,4.604,7.211,6.42,4.977,6.809,5.348,4.269,5.674,3.632,2.083,2.558,3.419
Fiji,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,Solar photovoltaic,On-grid,1.576,1.715,1.865,2.097,2.361,2.631,3.379,3.811,3.944,4.317,4.739,5.3,5.749,6.452,7.752,11.311,22.066,48.513,90.225,147.25
Finland,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,Onshore wind energy,On-grid,78,70,64,93,120.344,169.942,155.641,188.408,216.52,231.624,255.317,418.393,444.323,727.692,1061.172,2253.359,3005.041,4652.064,5695.54,5881.027
Finland,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,44,45,39,63,50,46,46,74,63,143.128,143.128,143.719
France,Solar photovoltaic,On-grid,5.223,6.161,7.104,7.767,8.448,10.501,12.103,17.572,41.692,173.971,620,2333.804,4427.936,5193.596,6391.572,7753.737,8659.765,9586.316,10832.565,12150.993
France,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,Onshore wind energy,On-grid,48.16,131.24,265.59,387.75,594.85,962.57,2182.58,4070.11,5694.21,7911.57,9944.99,12371.621,15178.4,16126.736,17323.779,21420.602,21380.984,24609.437,28598.595,34721.684
France,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Guiana,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,2.3,3.1,37.1,52,44,52,54,52.175,51.847,51.374,50.533
French Guiana,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Guiana,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Guiana,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,Solar photovoltaic,On-grid,..,..,..,..,0.072,0.247,0.451,0.653,0.942,1.118,3,8.2,12.5,16.4,24.6,29,29.9,32.1,33.9,36.2
French Polynesia,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gambia,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,0.05,0.169,0.264,0.28,0.28,0.28,0.28
Gambia,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gambia,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,0.1,0.292,0.64,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Gambia,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.026,87.8,84.3,84.694
Georgia,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,Solar photovoltaic,On-grid,60,116,188,313,557,1282,2220,3075,4420,6583,11729,19599,26380,31010,36056,38726,38098,39401,45784,46392
Germany,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,Onshore wind energy,On-grid,9352,10456,15856,19087,26019,27774,31324,40507,41385,38610,37619,48314,49949,50803,55908,70922,66324,88018,90467,101150
Germany,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,810,928,1544,1731,1934,2589,9702,13600,17675,19484,24744
Ghana,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,3,4,3,24,25,32.8,52
Ghana,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Solar photovoltaic,On-grid,..,0.1,0.1,0.1,0.775,0.953,1.386,1.42,5.236,50,157.748,610.311,1693.986,3648.101,3791.885,3899.636,3929.716,3991.477,3790.652,4428.51
Greece,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Onshore wind energy,On-grid,451,756,651,1021,1120.765,1266.452,1699.353,1818,2242,2543,2713.937,3315.227,3850.157,4139.136,3688.575,4621.019,5145.896,5536.987,6300.259,7266.347
Greece,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,0.113,0.184,0.294,0.442,0.511,0.844,0.941,1.338,2.313,3.085,3.296,3.742
Grenada,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224
Grenada,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guadeloupe,Solar photovoltaic,On-grid,..,..,..,..,..,0.3,0.919,1.991,2.959,5.048,17.319,33.36,91.827,98.642,102.726,101.519,93.847,93.331,98.145,102.714
Guadeloupe,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guadeloupe,Onshore wind energy,On-grid,8.659,17.102,29.815,33.55,31.891,24.609,34.921,43.986,48.656,51.085,41.04,45.088,50.961,56.794,54.482,51.886,53.289,51.008,52.424,62.907
Guadeloupe,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,0.082,0.164,0.245,0.573,1.473,2.618,30.88,66.343,59.632,67.962,67.962
Guam,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.417,0.5,0.5,0.5
Guam,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.099,149.261,191.8,198.2,208.313,233.405
Guatemala,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,107.292,215.07,218.06,319.501,330.777
Guatemala,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,0.031,0.062,0.062,0.062,0.062,0.062,0.123,0.123
Guinea,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,0.012,0.035,0.035,0.065,0.441,2.565,6.115,9.368
Guyana,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,0.045,0.694,0.941,1.087,1.314,1.314,1.679,2.044,2.044
Haiti,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Honduras,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,418.151,884.555,923.712,992.785,1115.527
Honduras,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Honduras,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,116.7,338.3,310.2,398.306,664.645,582.882,578.087,928.705,818.29
Honduras,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,0.3,0.55,0.65,0.85,1.444,7.908,24.62,67,141,244,349,629,1497
Hungary,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,Onshore wind energy,On-grid,..,1,1,4,5.55,10.095,43.364,110,204.828,330.93,533.792,625.693,769.992,717.51,656.54,693.323,683.692,758,607,729
Hungary,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iceland,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iceland,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iceland,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,2.75,8.386,10.894,9.21,8.127,4.363,6.569
Iceland,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
India,Solar photovoltaic,On-grid,..,..,..,..,..,3.699,3.699,3.49,2.862,5.228,20.044,194.9,767.24,1236.21,2224.608,4962.944,8960.792,16592.325,29220.352,41983.925
India,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,3.942,5.519,84.359,360.299,360.299,360.299,360.299,360.299,360.299
India,Onshore wind energy,On-grid,1318.906,1536.854,2205.768,2550.562,3923.078,5561.864,6873.692,9387.048,11835.131,14595.036,16104.034,19528.142,23069.18,24639.953,27235.366,31872.871,36273.128,47669.778,55008.662,62688.878
India,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Indonesia,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,0.1,0.1,0.52,0.77,3.01,5.5,6.81,5.28,21.09,28.84,20,54
Indonesia,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Indonesia,Onshore wind energy,On-grid,..,..,..,..,..,..,..,0.02,0.3,3.7,3.63,4.7,4.6,0.662,1.177,3.7,5.7,5.7,5.7,5.7
Indonesia,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iran (Islamic Republic of),Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,0.066,0.066,0.07,0.069,0.086,0.068,0.041,0.856,4.346,85.17,221.181,509.838
Iran (Islamic Republic of),Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iran (Islamic Republic of),Onshore wind energy,On-grid,36.542,33.656,30.281,27.621,46.339,70.902,125.314,140.861,195.751,226.176,208.865,213.521,204.252,211.274,197.72,242.227,264.292,306.258,585.379,634.121
Iran (Islamic Republic of),Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iraq,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,315.12,315.12
Iraq,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iraq,Onshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iraq,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ireland,Solar photovoltaic,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.034
Ireland,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ireland,Onshore wind energy,On-grid,244,334,388,454,575,1031.91,1542.041,1878.371,2330.013,2875.217,2734.659,4298.315,3942.478,4463.514,5059.061,6491.998,6066.043,7363.037,8558.767,9938.485
Ireland,Offshore wind energy,On-grid,..,..,..,..,80,80,80,80,80,80,80,82,68,78,81,81,81,81,81,81
Israel,Solar photovoltaic,On-grid,..,..,..,..,..,1.7,2.21,3.06,5.1,41.65,118.83,322.49,402.39,494.1,840.4,1160.2,1525.3,1510.6,1573.8,2597
Israel,Solar thermal energy,On-grid,..,..,..,..,..,..,..,..,11.1,11.285,11.285,11.285,11.285,11.285,11.285,11.285,11.285,11.285,11.285,447.7
Israel,Onshore wind energy,On-grid,..,..,11,12,11,11,10,10,9,9,8,7,6,6,5.9,6.7,6.7,..,..,302
Israel,Offshore wind energy,On-grid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Italy,Solar photovoltaic,On-grid,18,19,21,24,29,31,35,38.953,192.965,676.481,1905.661,10795.723,18861.732,21588.622,22306.365,22942.192,22104.259,24377.711,22653.838,23688.9
